"sponser_name","sponser_level","sponser_city","sponser_state","sponser_country","sponser_description","sponser_website","sponser_linkedin","sponser_page_url"
"Lightyear","Bronze Level Sponsor","Albany","NY","United States","Lightyear's software allows businesses to buy and manage their network services (internet, WAN, data center, voice / phone) on a ridiculously easy-to-use online platform. With Lightyear you can configure services, get quotes, pick vendors, sign contracts, monitor implementations, handle renewal shopping, and manage your entire network inventory in one vendor-neutral platform. Hundreds of enterprise users trust Lightyear with all of their network procurement needs, including those at StockX, Roadrunner Transportation, Lime, Campus Apartments, and Curology as well as several ISPs themselves.","http://lightyear.ai","https://www.linkedin.com/company/lightyearai/","https://nrfbigshow.nrf.com/company/lightyear"
"Logility","Bronze Level Sponsor","Atlanta","GA","United States","Accelerating the digital sustainable supply chain, Logility helps companies seize new opportunities, sense and respond to changing market dynamics and more profitably manage their complex global businesses. The Logility® Digital Supply Chain Platform leverages an innovative blend of artificial intelligence (AI) and advanced analytics to automate planning, accelerate cycle times, increase precision, improve operating performance, break down business silos and deliver greater visibility. Logility’s SaaS-based platform transforms sales and operations planning (S&OP) and integrated business planning (IBP) processes; demand, inventory and replenishment planning; global sourcing; quality and compliance management; product life cycle management; supply and inventory optimization; manufacturing planning and scheduling; network design optimization; retail merchandise planning, assortment and allocation. Logility customers include Big Lots, Husqvarna Group, Parker Hannifin and Red Wing Shoe Company. Logility is a wholly owned subsidiary of American Software, Inc. (NASDAQ: AMSWA).","http://www.logility.com","https://www.linkedin.com/company/logility/","https://nrfbigshow.nrf.com/company/logility"
"Mad Mobile","Bronze Level Sponsor","Tampa","FL","United States","Mad Mobile is the award-winning mobile platform for retail store associates. Our retail management solutions such as mPOS, Clienteling, Endless Aisle, Interactive Kiosk, Virtual Selling, and Fulfillment empower associates with an all-in-one mobile platform to sell more and increase customer satisfaction.  The platform quickly integrates with POS and other key systems to launch modern omnichannel journeys that enable store associates to connect with customers in new ways.  The world’s most forward-thinking retailers use Mad Mobile’s technology including Ralph Lauren, Pandora, Tractor Supply, Estee Lauder, Signet Jewelers, David’s Bridal, Meijer, Talbots, West Marine, Brooks Brothers, Urban Outfitters, Snipes, Anthropologie, Burlington, Guess, PacSun, and more.  Our mobile solution is trusted by over 7,000 customers and running in more than 21,000 locations globally.  Mad Mobile’s strategic partners include Apple, Salesforce, Samsung, FreedomPay, NCR, and more.  Offices in Tampa (HQ), Houston, San Mateo, Seattle, Buenos Aires, and Colombo.","http://www.madmobile.com","https://www.linkedin.com/company/mad-mobile-inc-/","https://nrfbigshow.nrf.com/company/mad-mobile"
"MarketDial","Bronze Level Sponsor","Salt Lake City","UT","United States","MarketDial helps brick and mortar retailers create a culture of experimentation with user-friendly A/B testing. The MarketDial platform is intentionally easy to enable robust insights, creating your source of truth faster and cost effectively, with support that is championed by a customer success team that truly helps you succeed. We support the data scientist but also cost-effectively empower everyone who needs to know “what if.”  That’s why more than 100 leading companies and global brands rely on MarketDial to reveal opportunities for sure success before they risk repeat failure.   Give us six months to show you what you don’t know … but can and should. You’ll discover why so many in-store retailers are making MarketDial their protocol for intelligent action.","https://marketdial.com","","https://nrfbigshow.nrf.com/company/marketdial"
"Marketplacer","Bronze Level Sponsor","Concord","CA","United States","Marketplacer is a global technology company that enables organizations to implement the next big thing in commerce and transform into marketplaces. Retailers, brands, distributors, and communities are focused on strategic growth and can achieve this today without the need to open stores, buy more inventory or build new warehouses. Using Marketplacer technology, enterprises can drive profitable growth through selling 3rd third-party inventory and easily expand their range and categories.         By partnering with Marketplacer our customers can leverage leading technology, engage with a global expert team of marketplace digital adoption systems integration specialists and deliver joint success. Our more than ten years of marketplace expertise ensures we deliver on our promise; to make it easier to create successful, scalable and limitless online marketplaces.","https://www.marketplacer.com/","https://www.linkedin.com/company/marketplacer","https://nrfbigshow.nrf.com/company/marketplacer"
"Mastercard","Bronze Level Sponsor","Arlington","VA","United States","Mastercard Data & Services encompasses Mastercard's offerings beyond the transaction. We deliver the technology and data capabilities to help retailers innovate, grow, and stay ahead of the competition in today’s digital world. By harnessing the power of our real-time, anonymized and aggregated transaction data, powerful software platforms such as SessionM and Test & Learn, and wealth of expertise, we empower retailers to discover new retail insights and opportunities, recommend targeted actions and predict results, improve performance over time, and execute programs and campaigns at scale. With compelling offerings for apparel, restaurant, travel, telco, and more, our services drive efficiency and value and help customers make smarter decisions with better outcomes","http://www.mastercardservices.com","","https://nrfbigshow.nrf.com/company/mastercard"
"McFadyen Digital","Bronze Level Sponsor","Vienna","VA","United States","McFadyen Digital is the leading global agency for ecommerce marketplace strategy, implementation, and performance management. Supporting the complete marketplace operator journey, we take a collaborative approach to composable digital marketplace technology, strategy, architecture, and integrations, working with leading enterprises to ensure their customers are delighted by scalable and profitable shopping experiences. As a truly global firm with active clients spanning five continents, we offer the competitive advantages of rapid deployment, world-class quality, and reduced costs. Global collaboration is ingrained into our culture, so we know how to make this flexible delivery model result in value for our clients and partners.","http://www.mcfadyen.com","","https://nrfbigshow.nrf.com/company/mcfadyen-digital"
"Mercaux","Bronze Level Sponsor","New York","NY","United States","Mercaux’s Next Generation Composable Platform is comprised of In-Store Experience, Universal Basket and Next Generation Checkout layers, to provide customers with a frictionless shopping experience. The Experience layer redefines how customers interact with the physical store, through assisted selling and self-service solutions. Universal Baskets are created from these solutions that follow the customer wherever they continue their omnichannel experience. Next-Gen Checkout allows customers to complete the transaction anywhere, using any payment method.  Mercaux’s full suite of solutions can be operated by store associates, or self-served by customers. In addition, Mercaux captures unique and rich in-store customer behaviour data, which can be leveraged in E-com & Marketing channels, as well as insights on staff performance and product interest.     When clients like Nike, Jigsaw and PVH adopt digital tools in their stores, they typically go live in 2-4 weeks with the initial solutions and see an increase in conversion, loyalty, and UPT. On average they experience a sales uplift of 8% and 5x+ ROI. Mercaux is a member of the MACH Alliance.","http://www.mercaux.com","https://www.linkedin.com/company/mercaux/","https://nrfbigshow.nrf.com/company/mercaux"
"Movista","Bronze Level Sponsor","Bentonville","AR","United States","Movista is the most robust, mobile-forward in-store execution solution. Our customers have unprecedented visibility and accountability which ensures ALL locations are merchandised exactly the way they should be…and on time.  The end result is a superior experience for the customer and dramatic increases to the bottom line. The Gartner-recognized solution integrates or replaces a multitude of disparate systems into a single user-friendly, mobile interface. Behind the simple end-user experience is a robust workforce management platform that encompasses scheduling, tasking, project management, file sharing, training, ordering, returns, routing, time keeping, expenses, mileage and much more.  Movista serves all stakeholders in the retail ecosystem including brands, retailers, and service providers. Our platform has enabled our clients to: Increase task completion to 99.5% with mobile tasking Lift compliance scores by 17% after GPS and timestamp validation Increase store visits by 33% from real-time and intuitive reporting","http://www.movista.com","https://www.linkedin.com/company/1643901/","https://nrfbigshow.nrf.com/company/movista"
"MuleSoft","Bronze Level Sponsor","SAN FRANCISCO","CA","United States","MuleSoft is the #1 integration and data connectivity platform trusted by global financial institutions to empower and support digital modernization, innovation initiatives, and continued competitiveness in an ever-evolving financial services industry. As consumer expectations continue to emerge and new entrants elevate competition, financial institutions require a platform that enables both IT and business audiences to deliver on mission-critical projects at scale. The MuleSoft Anypoint Platform offers integration tools, pre-built connectors, and innovative accelerators that support the management of your API network and ecosystem of data connectivity requirements. By utilizing an API-led approach, organizations can expose data and critical business logic faster. In addition, organizations can quickly consume and reuse API assets, resulting in greater speed and agility between projects, restoring your IT team's ability to focus on innovation and remain competitive in an environment poised for continued Fintech disruption.","http://www.mulesoft.com","https://www.linkedin.com/company/mulesoft/","https://nrfbigshow.nrf.com/company/mulesoft"
"Nacelle","Bronze Level Sponsor","Culver City","CA","United States","Nacelle is a composable commerce platform provider that allows brands and retailers to syndicate commerce and content data to multiple heads, endpoints and channels by transforming, storing and reindexing data in real-time. With Nacelle, companies can future-proof their business by composing the commerce stack they want — giving them the agility needed to build unique and dynamic shopping experiences, while optimizing business operations for growth. Nacelle is a venture-backed company with over $70 million raised from institutional investors including Tiger Global, Index Ventures and iNovia. For more information, go to nacelle.com","https://nacelle.com/","https://www.linkedin.com/company/getnacelle","https://nrfbigshow.nrf.com/company/nacelle"
"Narvar","Bronze Level Sponsor","San Mateo","CA","United States","Narvar pioneered how brands engage with consumers beyond the “buy” button through branded order tracking, delivery notifications, returns and exchanges. Today, Narvar’s comprehensive Post-Purchase Platform empowers 1200+ of the world’s most-admired brands including Sephora, Patagonia, Levi’s, Sonos, Warby Parker, Home Depot, LVMH, and L’Oréal to deliver transparency, build trust, and grow customer lifetime value. Recognized by Fast Company multiple times as one of the most innovative companies, Narvar simplifies the everyday lives of consumers.  For more information, visit narvar.com.","http://corp.narvar.com/","","https://nrfbigshow.nrf.com/company/narvar"
"Nautical Commerce","Bronze Level Sponsor","New York","NY","United States","Nautical is the first and only multi-vendor native ecommerce platform enabling retailers, brands, and B2B businesses to quickly launch an online marketplace.  Whether you are augmenting your existing catalog with third party sellers, launching a new marketplace, scaling your marketplace infrastructure, or digitizing your B2B business, Nautical enables you to sell more products without inventory or capital risks.  Nautical's headless multi-vendor technology provides the underlying marketplace infrastructure to: Quickly onboard vendors and suppliers Import and bulk upload products Calculate commission and perform payouts Manage vendor contracts and more  Learn more about Nautical at www.nauticalcommerce.com!","http://www.nauticalcommerce.com","https://www.linkedin.com/company/nautical-commerce/","https://nrfbigshow.nrf.com/company/nautical-commerce"
"NEWLAND AIDC","Bronze Level Sponsor","Naples","FL","United States","Newland AIDC is the 4th largest manufacturer of scanning and mobility devices in the world! To keep up with the ever-changing customer, you need to move as fast and as fluently as they do. You need to be quick on your feet and memorable. You need to deliver exceptional quality in both products and service. You need to mold the client experience to each individual – on a large scale. And you need to do so within the right time frame and budget. The result is a constantly changing operational environment, requiring you to be flexible. More often than not, technology lays the foundation for this. That’s where we step in. Newland designs and manufactures automatic identification and data capture (AIDC) tech for businesses all around the world.","http://www.newlandaidc.com","https://www.linkedin.com/company/newlandaidc/","https://nrfbigshow.nrf.com/company/newland-aidc"
"NielsenIQ","Bronze Level Sponsor","Chicago","IL","United States","NielsenIQ, a global information services company, delivers the gold standard in consumer and retail measurement, through the most connected, complete, and actionable understanding of the evolving global, omnichannel consumer. NielsenIQ is the source of confidence for the industries we serve and the pioneer defining the next century of consumer and retail measurement. Our data, connected insights, and predictive analytics optimize the performance of CPG and retail companies, bringing them closer to the communities they serve and helping to power their growth.       NielsenIQ, an Advent International portfolio company, has operations in 90+ markets, covering more than 90% of the world’s population. For more information, visit NielsenIQ.com","http://www.nielseniq.com/retail","https://www.linkedin.com/company/nielseniq","https://nrfbigshow.nrf.com/company/nielseniq"
"OnQ","Bronze Level Sponsor","Hayward","CA","United States","OnQ creates breakthrough retail display solutions that help retailers and brands win at scale. Successful shopper engagement in high-volume stores requires a thoughtful blend of security,  technology and ongoing insights. We have successfully managed hundreds of projects leveraging  these elements to make an impact in demanding retail environments. OnQ is your end-to-end partner. Our up-front design approach balances the complex needs of  retailer, brand and shopper; our back-end Display Intelligence® platform deepens shopper  engagement, drives more sales and creates lasting connections. OnQ. For the Love of Retail.","http://www.onqsolutions.com","https://www.linkedin.com/company/982894","https://nrfbigshow.nrf.com/company/onq"
"Opterus Inc.","Bronze Level Sponsor","Toronto","ON","Canada","Opterus is a leading global provider of a cost-effective, easy-to-implement store information and execution management solution that increases productivity and improves retail enterprise communications. Opterus’ flagship solution, OPSCENTER, is an on-demand, web-based retail portal designed to communicate corporate policy and day-to-day objectives between corporate office and store locations. Deployed in over 45 countries in 30 different languages, the solution is specifically designed for retail operations, and provides frontline associates with clear, concise, and timely direction, along with the proper tools to best do their jobs to support corporate initiatives. Intuitive mobile and desktop interfaces. For additional information about Opterus, please visit http://www.opterus.com. Opterus' three solution are: OPSCENTER, OPSEngine, and Holler","http://www.opterus.com","https://www.linkedin.com/company/1603946","https://nrfbigshow.nrf.com/company/opterus-inc"
"Oracle America, Inc.","Bronze Level Sponsor","Austin","TX","United States","Oracle provides retailers with a complete, open, and integrated suite of best-of-breed business applications, cloud services, and hardware that are engineered to work together and empower commerce. Leading fashion, grocery, and specialty retailers use Oracle solutions to anticipate market changes, simplify operations and inspire authentic brand interactions. For more information, visit our website at www.oracle.com/retail. Merchandise Planning, and Optimization  Merchandise Operations Management Omnichannel Suite including Commerce, Point-of-Service, Customer Engagement and Order Management Retail Insights and Analytics Supply Chain Management and Execution","","https://www.linkedin.com/company/oracle-retail/","https://nrfbigshow.nrf.com/company/oracle-america-inc"
"OSF Digital","Bronze Level Sponsor","Short Hills","NJ","United States","OSF Digital is a digital transformation partner delivering innovative commerce solutions and services since 2003. With a global footprint, we continue to expand our award-winning team and expertise to serve our worldwide clients. https://osf.digital/","http://osf.digital","https://www.linkedin.com/company/osf-digital/","https://nrfbigshow.nrf.com/company/osf-digital"
"Paradox","Bronze Level Sponsor","Scottsdale","AZ","United States","Paradox is building the world's leading conversational recruiting software to drive automation with a human touch. Serving global clients with hiring needs across high-volume hourly and high-skilled professional roles, our conversational assistant Olivia does the work talent teams don't have time for — streamlining tasks like screening, interview scheduling, and more through fast, easy, mobile-first interactions. We just acquired Traitify, adding simple, visual personality assessments to our product offering. We support some of the world's largest employers — including Unilever, McDonald's, CVS Health, Nestle, Lowe's, and General Motors — and have been honored with numerous awards, including Human Resource Executive's Best HR Product of 2019 and consecutive honors in 2020 and 2021 as one of Forbes Top Startup Employers. Paradox was recently named the 225th fastest growing company in the country in the Inc 5000. To learn more, visit www.paradox.ai.","http://paradox.ai","","https://nrfbigshow.nrf.com/company/paradox"
"parcelLab","Bronze Level Sponsor","Boston","MA","United States","parcelLab reimagines the post-purchase customer experience to realize its full potential, enabling brands to meaningfully connect with customers following a purchase - from order delivery to return. Customer experience that’s predictive and personalized requires one post-purchase platform that’s fully integrated into existing tech stacks to give brands end-to-end visibility into their last-mile logistics. parcelLab enables brands to build journeys, not single touchpoints. And harness the power of data through wide-scale visibility of data across need-to-know teams, like CS. Working hand-in-hand, the parcelCrew is dedicated to ongoing, consultative partnership. Differentiate your CX with a PPX platform that’s flexible and fully customized to your goals. Ensure strong customer retention through consistent moments of authentic customer delight. Automate, personalize, predict and engage to drive repeat purchases, decrease “where is my order” inquires, increase reviews with smart post-purchase.","https://parcellab.com","https://www.linkedin.com/company/parcellab/","https://nrfbigshow.nrf.com/company/parcellab"
"PayPal","Bronze Level Sponsor","San Jose","CA","United States","","http://www.paypal.com","","https://nrfbigshow.nrf.com/company/paypal"
"Peak","Bronze Level Sponsor","New York","NY","United States","Peak is an AI company that provides the platform, applications and services to help businesses harness the potential of AI to increase revenues, profits and efficiency.Peak’s cloud AI platform provides a broad feature set that enables technical and commercial teams to build, deploy and manage AI applications at scale across an entire business.It also features a library of ready-to-go applications that fit a variety of use cases across sectors including CPG, Retail and Manufacturing. These applications allow users to rapidly apply AI to deliver on commercial objectives, while giving them the tools they need to extend their use of it over time.","http://www.peak.ai","https://www.linkedin.com/company/peak-ai/","https://nrfbigshow.nrf.com/company/peak"
"Planalytics","Bronze Level Sponsor","Berwyn","PA","United States","Planalytics is a global leader in predictive demand analytics that enable retailers to understand the customer context driving buying decisions and take action at scale. Powerful. Scalable. Frictionless. Seriously Profitable.Demand More. Consumer behavior is complex, often chaotic, making it essential for companies to systematically factor in key influencers of purchasing in order to anticipate demand, increase customer satisfaction, and improve financial performance. Planalytics’ integration-ready metrics make it possible for retailers to leverage existing technologies to operationalize product-specific, localized demand insights across the entire enterprise or product range. Planalytics applies advanced statistical methods and machine learning, mountains of sales data, years of unmatched retail demand expertise to the most omnipresent external influencer of purchasing – the weather — to provide businesses with a proven and measurable return on investment. The resource-light, automated demand analytics make a company’s existing systems smarter immediately with full payback typically captured within 180 days.","","https://www.linkedin.com/company/planalytics/","https://nrfbigshow.nrf.com/company/planalytics"
"ProShip, Inc.","Bronze Level Sponsor","Brookfield","WI","United States","Making complex parcel shipping challenges simple & cost-effective. ProShip is the most trusted provider of automated multi-carrier shipping software for parcel. With simple carrier connectivity and high flexibility, ProShip enables complex features & functions, such as maintaining compliance, executing multi-carrier rate shopping with unified business logic and empowering omnichannel fulfillment. Because ProShip integrates with multiple parts of your Enterprise Software Stack (ESS), our multi-carrier shipping solution can automate the supply chain workflow & turn your parcel shipping operation into an efficient powerhouse. How retailers can achieve success with ProShip:  Leverage the fastest carrier engines in the world to automatically choose lowest-cost carrier service while meeting delivery promises. Utilize more inventory sources through omnichannel fulfillment strategies, moving more product & increasing sales. Easily handle chaotic peak season shipping & scale as your business grows, improving the customer experience & building brand loyalty. 25% of NRF's Top 100 Retailers who ship parcel trust ProShip.","https://www.proshipinc.com/","","https://nrfbigshow.nrf.com/company/proship-inc"
"Publicis Sapient","Bronze Level Sponsor","New York","NY","United States","Publicis Sapient is a digital transformation partner helping retailers like Walmart, Lowe’s, Tapestry and GameStop embrace progressive, agile and cost-effective ways to deliver against the increasingly sophisticated needs and wants of customers. We help unlock value through a start-up mindset and modern methods, fusing strategy, consulting and customer experience with agile engineering and problem-solving creativity. As digital pioneers with 20,000 people and 53 offices around the globe, our experience spanning technology, data sciences, consulting and customer obsession — combined with our culture of curiosity and relentlessness — enables us to accelerate retail businesses by designing the products and services that dominate carts and minds at every touchpoint.","http://www.publicissapient.com","","https://nrfbigshow.nrf.com/company/publicis-sapient"
"Radial","Bronze Level Sponsor","King of Prussia","PA","United States","Radial is the pre-eminent B2C eCommerce fulfillment solution provider powering some of the world’s best customer experiences. Global brands have trusted us for 30+ years to help them deliver a distinctive consumer experience through tailored, personalized, and scalable solutions. We partner with clients across Europe and North America with technologies such as advanced order management and omnichannel, payment and fraud management, and customer care services. Learn about our solutions at radial.com.","https://www.Radial.com","https://www.linkedin.com/company/radial-inc","https://nrfbigshow.nrf.com/company/radial"
"RELEX Solutions","Bronze Level Sponsor","Atlanta","GA","United States","Check out our dedicated NRF page and our Big Ideas Session with ADUSA! Maximize customer satisfaction and minimize operative costs with RELEX's market-leading supply chain & retail planning platform.  We help retailers, and consumer brands unify their planning, from demand and merchandise to supply chain and operations, for maximum customer satisfaction at the lowest operating cost.  RELEX is a hyper-growth company with 350+ customers who love us — ask any of them for a frank and independent assessment of our team and solutions. RELEX is trusted by leading brands including ADUSA, Door Dash, Sprouts, Dollar Tree/Family Dollar, Sephora, AutoZone, Sheetz, Kum & Go, PetSmart, Party City, Thrive Market, and Rossmann, and has offices across North America, Europe, and the Asia Pacific region.","http://www.relexsolutions.com","https://www.linkedin.com/company/relexsolutions/mycompany/","https://nrfbigshow.nrf.com/company/relex-solutions"
"Retail Insight","Bronze Level Sponsor","Surrey","England","United Kingdom","Retail Insight is the only technology solution focused solely on helping retailers and their CPG partners achieve the full potential from every store. We call this 'shelf actualization'. Our tools dramatically improve sales and profitability, operational efficiency, and productivity. We ruthlessly simplify action through data-driven insight which frees our clients up to serve and sell to their customers. All of our solutions are enabled by a unique blend of retail expertise, mathematical talent, and engineering skill - this combination ensures that we are established as a partner of choice throughout the retail ecosystem. As retail faces an unprecedented time of change and challenge, we will help them execute with excellence through the use of our technology.","http://www.retailinsight.io","https://www.linkedin.com/company/retailinsightio","https://nrfbigshow.nrf.com/company/retail-insight"
"Riskified","Bronze Level Sponsor","New York","NY","United States","Riskified empowers businesses to realize the full potential of eCommerce by making it safe, accessible, and frictionless. We have built a next-generation platform that allows online merchants to create trusted relationships with their consumers. Leveraging machine learning that benefits from a global merchant network, our platform identifies the individual behind each online interaction, helping merchants—our customers—eliminate risk and uncertainty from their business. We drive higher sales and reduce fraud and other operating costs for our merchants and provide superior consumer experiences, as compared to our merchant’s performance prior to onboarding us. See www.riskified.com.","https://www.riskified.com/","","https://nrfbigshow.nrf.com/company/riskified"
"Salesforce","Bronze Level Sponsor","San Francisco","CA","United States","Accelerate retail transformation in a digital-first world with Salesforce. Unite teams around a 360-degree view of every customer at every touchpoint. Empower your associates with tools and insights to stay connected and inspired. Deliver personalized experiences your customers expect to build lifetime loyalty. Salesforce brings retailers and shoppers together.","http://www.salesforce.com","","https://nrfbigshow.nrf.com/company/salesforce"
"SAS","Bronze Level Sponsor","Cary","NC","United States","Join SAS at NRF to hear analytics success stories from Mondelez, Bealls, Coppel and 1-800-FLOWERS.COM.   Visit the SAS booth (#5020) to speak with our experts and hear analytics success stories straight from our customers. Then join our Big Ideas session featuring consumer goods giant Mondelez and southeastern department store Bealls as they share strategies on merchandise decisioning & supply chain. SAS is the leader in advanced analytics. Only SAS bridges merchandising, marketing and supply chain processes across the entire retail and consumer goods enterprise. That’s why 921 retailers worldwide – and 88 of the top 100 companies on the 2021 Fortune Global 500® – rely on SAS. Explore more on our SAS at NRF microsite.","https://www.sas.com/en_us/industry/retail.html","https://www.linkedin.com/company/sas/mycompany/verification/","https://nrfbigshow.nrf.com/company/sas"
"SAS","Bronze Level Sponsor","Cary","NC","United States","Join SAS at NRF to hear analytics success stories from Mondelez, Bealls, Coppel and 1-800-FLOWERS.COM.   Visit the SAS booth (#5020) to speak with our experts and hear analytics success stories straight from our customers. Then join our Big Ideas session featuring consumer goods giant Mondelez and southeastern department store Bealls as they share strategies on merchandise decisioning & supply chain. SAS is the leader in advanced analytics. Only SAS bridges merchandising, marketing and supply chain processes across the entire retail and consumer goods enterprise. That’s why 921 retailers worldwide – and 88 of the top 100 companies on the 2021 Fortune Global 500® – rely on SAS. Explore more on our SAS at NRF microsite.","https://www.sas.com/en_us/industry/retail.html","https://www.linkedin.com/company/sas/mycompany/verification/","https://nrfbigshow.nrf.com/company/sas"
"SHEKEL SCALES","Bronze Level Sponsor","Ziporit Industrial Zone","Lower Galilee","Israel","Since its inception in 1971, Shekel Scales has grown steadily to establish its position as a significant pioneering leader in the design and manufacture of electronic scales, advanced weighing systems, and force measurement applications. Shekel's outstanding combination of core engineering technology and sophisticated software enables the company to offer creative solutions for a wide range of weighing needs. Shekel Scales is leading the way to the Autonomous Store with groundbreaking Product Aware Technology. Our mission is to develop and seamlessly deploy state-of-the-art IoT weighing sensors and AI technologies to transform on-shelf events into valuable retail insights.","https://www.shekelonline.com/","","https://nrfbigshow.nrf.com/company/shekel-scales"
"Shipt, Inc.","Bronze Level Sponsor","Birmingham","AL","United States","Shipt is a personal shopping and delivery company that connects retailers with customers for their favorite products in grocery, home goods, wellness, apparel, and more. Shipt’s community of trusted Shipt Shoppers – more than 300,000 strong – sparks connections with customers by fulfilling orders with great attention to detail, excellent communication, and unparalleled service.Now available in over 5,000 cities and more than 80 percent of the country, Shipt and its marketplace drive incremental sales for its 130+ retail and brand partners. In addition to reaching customers through Shipt’s user-friendly marketplace app and website, many retailers leverage the company’s delivery-only, last mile service – Shipt Driven – to fulfill same-day delivery orders from their own websites.  Shipt is based in the heart of the Magic City, Birmingham, AL with an office in San Francisco, CA.","http://shipt.com/partner","","https://nrfbigshow.nrf.com/company/shipt-inc"
"Sigma Computing","Bronze Level Sponsor","San Francisco","CA","United States","Hello Retail. Meet Data. Sigma is a cloud data analytics platform that helps users explore, analyze, and work with data without special training or expert assistance. With an interface that business people already understand — the spreadsheet — users can find insights without coding, without moving and modeling data, and without the need to predefine questions to be asked. Utilizing the power of the cloud data warehouse, Sigma has massive scalability and quick response times alongside built-in automation, security, and data governance.","http://www.sigmacomputing.com","https://www.linkedin.com/company/sigmacomputing","https://nrfbigshow.nrf.com/company/sigma-computing"
"Simplr","Bronze Level Sponsor","Nashville","TN","United States","Simplr® offers companies a human-first, machine-enabled customer experience solution that meets the demands of the NOW Customer across all digital channels. Offering a combination of a uniquely talented, flexible, and scalable staffing pool, AI-based technology, and actionable intelligence, Simplr allows companies to immediately expand their customer service capacity and engage customers with speed, empathy, and precision. With Simplr's NOW CX solution, premium brands are eradicating customer neglect, turning browsers into buyers, and turning customers into fans. Simplr is funded by Asurion, which continues to support its growth. For more information, visit http://www.simplr.ai/","https://www.simplr.ai/","https://www.linkedin.com/company/simplr/","https://nrfbigshow.nrf.com/company/simplr"
"Slack","Bronze Level Sponsor","San Francisco","CA","United States","Slack is your digital HQ, the place where collaboration, connection, and work happens for everyone. Customer 360 is the engine that powers the Digital HQ with a single source of customer truth to drive productivity and growth with tailored solutions for every LoB and industry. Together, they create the Digital HQ for the new way to work.","http://www.slack.com","","https://nrfbigshow.nrf.com/company/slack"
"Snowflake","Bronze Level Sponsor","Bozeman","MT","United States","","","","https://nrfbigshow.nrf.com/company/snowflake"
"Softeon","Bronze Level Sponsor","Reston","VA","United States","Softeon is a global provider with the broadest suite of supply chain solutions in the industry, anchored by advanced Warehouse Management (WMS) and Distributed Order Management (DOM) systems, in addition to Labor and Resource Management, Assembly and Kitting, YMS, TMS, Parcel, 3PL Billing, traditional OMS, DSD and Reverse Logistics. The Warehouse Execution System (WES) manages order picking and fulfillment across a variety of automated distribution technologies, from AS/RS to shuttle systems, complex sortation and many others. The Order Fulfillment System (OFS) does the same for less automated picking technologies, providing a single platform to optimize order planning and picking execution, with direct management of smart carts, Voice systems, put walls, pick-to-light, mobile robots and more. There is nothing else like it in the market. All this delivered in a single, integrated, SOA-based platform, developed as web-native and Cloud-ready from the start. Softeon supports on-premise and hybrid deployments with a single product solution. Offering fixed-price deployments and a proven 100% track record of deployment success.","http://www.softeon.com/nrf20","","https://nrfbigshow.nrf.com/company/softeon"
"Spryker America Inc.","Bronze Level Sponsor","NYC","NY","United States","Spryker is the leading composable commerce platform for enterprises with sophisticated business models to enable growth, innovation, and differentiation. Designed specifically for sophisticated transactional business, Spryker’s easy-to-use, headless, API-first model offers a best of breed approach that provides businesses the flexibility to adapt, scale, and quickly go to market while facilitating faster time-to-value throughout their digital transformation journey. Spryker has empowered 150+ global enterprise customers worldwide and is trusted by brands such as ALDI, Siemens, Hilti, and Ricoh. Spryker was recognized by Gartner® as a Visionary in the 2022 Magic Quadrant™ for Digital Commerce and was also ranked as a Strong Performer in the The Forrester Wave™: B2B Commerce Solutions, Q2 2022. Spryker is a privately held technology company headquartered in Berlin and New York. Find out more at https://spryker.com","http://www.spryker.com","https://www.linkedin.com/company/spryker","https://nrfbigshow.nrf.com/company/spryker-america-inc"
"StoreForce","Bronze Level Sponsor","Toronto","ON","Canada","StoreForce: Putting Your Associates First.  At StoreForce, we put your front-line store associates first and surround them with simple, easy-to-use tools to deliver performance, learnings and insights. With WFM as the foundation, we bring together multiple point solutions into a single solution to schedule staff, drive performance, and arm associates with the tools they need to deliver your brand to your customer. From best-in-class communication and tasking tools, to employee engagement tools that promote flexibility, retention and fun, to omnichannel tools that help associates address the impact of digital transactions in the physical store, we strive to constantly reinvent tools that help our clients address the most pressing issues in Specialty Retail today. With installations in over 50 countries, StoreForce is proud to partner with world-renowned Retailers such as Vans, Crate & Barrel, Tory Burch, Build-A-Bear Workshops, Fabletics, ASICS, Journeys, Kate Spade, The North Face, Lids, LUSH, Soft Surroundings, and many more.  For more information, visit: www.storeforcesolutions.com","https://www.storeforcesolutions.com/","https://www.linkedin.com/company/storeforce-solutions-inc-/","https://nrfbigshow.nrf.com/company/storeforce"
"Surefront","Bronze Level Sponsor","San Marino","CA","United States","Surefront is a cloud-based Product Lifecycle Management (PLM) platform that streamlines the product development and merchandising process for retailers and suppliers. Surefront replaces antiquated tools like emails and spreadsheets. It frees up product development and merchandising teams so they can do what they do best. For more, visit www.surefront.com.","https://www.surefront.com/","https://www.linkedin.com/company/surefront/","https://nrfbigshow.nrf.com/company/surefront"
